0.04706042	-0.007852256	-0.0435882	-0.004180908	-0.0014971979	0.00023853779	-0.025191654	0.009329595	0.044695567	-0.020479096	0.022157315	-0.004120134	-0.02096206	0.009015452	0.0022108182	-0.017311502	0.024028432	-0.021501709	0.03821565	0.04933	-0.004733287	0.012800995	-0.010156047	0.0030966997	0.016450796	-0.003224276	0.02927157	0.039655212	0.033914868	-0.034610927	-0.04555284	-0.010780476
0.05963181	0.0026982126	0.05930923	-0.025484007	-0.0073011704	0.0002243052	-0.07114585	0.032168128	0.021446006	0.016325835	0.012000536	-0.030725477	-0.04689158	0.077105984	0.087955564	0.012246248	0.080693536	0.06321878	0.0046164384	0.02110789	-0.006597591	-0.0048961947	0.07233915	0.07095399	0.07231191	-0.01627999	0.015138445	0.016353367	-0.013886299	-0.045581628	-0.012300462	0.0022389097
-0.0043474077	0.015784381	-0.0044592964	0.05600933	0.029347641	-0.010713067	-0.02185366	-0.0060439664	-0.061659504	0.00753482	0.019686578	-0.033720836	0.027134666	0.05147339	0.0005666163	0.07384934	0.046660513	0.024362354	-0.029276645	-0.0010076616	0.07757817	-0.017360508	-0.016122723	0.06837157	0.13156666	0.04729522	0.043676164	-0.052187953	0.0063234568	0.027141735	0.008797056	0.007938715
-0.009577954	-0.019289752	0.024166405	0.042075112	0.018726889	0.011038428	0.028556682	0.0722264	-0.025358243	-0.03989106	0.008715682	-0.041495275	0.03518917	-0.024830759	-0.016966524	0.048679274	0.042790473	0.026828628	-0.066538796	0.025339415	0.011338479	0.04066041	0.04637575	0.004140676	0.1230225	-0.019045658	-0.017333858	0.012093221	-0.0025822772	-0.078023836	-0.027914912	0.009029928
-0.040529363	-0.02069417	-0.026271656	-0.0047307895	-0.03226388	-0.0016354262	-0.013798511	0.03214008	-0.049980387	0.04793717	0.008121628	-0.016213648	0.031877015	-0.04651748	0.0236988	0.018286666	-0.034111544	0.045852114	0.034154598	-0.0143328635	0.026176823	-0.015139235	-0.05314989	0.030357836	0.024009462	0.043821257	-0.01059316	-0.046751216	0.010179589	0.006597128	0.0037177259	-0.04817459
0.003373782	0.037885886	0.020795964	0.050899316	0.052974496	-0.061104577	-0.04814831	0.017431343	0.006539792	-0.016930982	0.09384939	-0.030497788	-0.06811286	0.052312013	0.019279134	0.08895678	0.102914214	0.101346076	-0.011340078	0.017094081	0.06748137	0.04515868	0.06486757	0.06325014	0.087054834	0.013058314	0.037700552	-0.10084343	-0.021429868	-0.07715972	-0.025031311	-0.008542884
-0.011909061	-0.05209803	-0.031668544	-0.020075712	-0.011801743	0.080282375	-0.0053283526	-0.05656396	0.007937353	0.08535054	-0.03692727	0.0064814948	0.022751316	-0.08263701	-0.036578882	-0.021344522	-0.010452976	-0.0070395498	0.040339593	0.077366635	-0.051438257	-0.049335018	-0.055083375	-0.063745946	0.044058993	-0.037476815	-0.002062243	0.07591189	0.028306318	-0.050888404	0.03185782	-0.09816658
-0.027227405	-0.099083915	-0.032972082	-0.049790815	-0.03464458	0.018447138	0.011393303	-0.01095706	0.037831083	0.038116023	-0.07155866	0.018127596	0.031946883	-0.09014527	-0.02260327	-0.027450563	-0.034645114	-0.043125033	0.07806603	0.07627973	-0.050379343	-0.101086654	-0.06291676	-0.0516814	-0.09729307	-0.08516427	-0.012497525	0.030562209	0.057348784	-0.0065447083	0.025713237	-0.07781904
0.036610264	0.005513498	-0.032281205	0.015134144	-0.01698258	-0.028059572	0.0005389209	-0.015569425	0.060784664	0.031140909	-0.051404506	-0.0033559152	0.021842966	-0.016914763	0.04202838	0.01751276	0.007943111	0.015596244	-0.04083567	0.01669513	0.030762587	-0.005618523	-0.013045754	-0.026883096	0.13606754	-0.02782209	0.0051802783	-0.045686442	0.028953621	-0.054305967	-0.023465516	-0.00065124
-0.017586162	0.04591297	-0.037168156	-0.030693194	0.05779138	-0.0018591206	-0.011448501	0.07026174	-0.029232636	0.007161369	0.022324106	0.014585076	0.020478243	-0.0024575598	0.04157089	0.071565576	0.05318234	-0.010464492	-0.042781048	0.016830616	0.019993227	0.06423916	0.018752236	0.06895151	0.0836127	0.05020309	0.007834628	0.030765466	-0.040215556	-0.034618072	-0.0031567004	-0.01322741
-0.05694275	-0.05381719	-0.04058461	-0.076875865	-0.0055554104	0.079638414	0.053746887	-0.05110227	0.0059789526	0.08764153	-0.044723943	0.022970743	0.0100509245	-0.032912977	-0.051411908	0.009385546	-0.021835266	-0.007881255	0.011118707	0.01735087	-0.048513215	-0.044757105	0.00665874	-0.05006084	-0.035549607	-0.018761735	-0.018992063	0.025041975	0.07440356	-0.05186873	0.011602535	-0.029803703
0.03737759	0.016162647	-0.012307182	0.064696364	0.0149334585	0.02047678	-0.070699885	0.04363921	-0.020098994	-0.067088164	0.07720162	-0.030553926	-0.035273187	0.058555663	0.08031225	0.052697815	0.035249397	0.045423917	-0.012958791	-0.040013175	0.024768485	-0.0062550413	0.0035813947	0.020690417	-0.010198448	0.025344567	0.020473046	-0.07073669	-0.0006685916	0.0140748415	-0.0145170605	0.07008055
